,Disease,Year,Month,Count
1076,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2017,Sept.,12
1077,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2017,Sept.,4
1078,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2017,Sept.,9
1079,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2017,Sept.,0
1080,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2017,Sept.,1
1081,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2017,Sept.,0
1082,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2017,Sept.,4
1083,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2017,Sept.,0
1084,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2017,Sept.,575
1085,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2017,Sept.,213
1086,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2017,Sept.,0
1087,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2017,Sept.,0
1088,"Babesiosis, Total",2017,Sept.,247
1089,"Babesiosis, Confirmed",2017,Sept.,206
1090,"Babesiosis, Probable",2017,Sept.,41
1091,"Botulism, Total",2017,Sept.,14
1092,"Botulism, Foodborne",2017,Sept.,1
1093,"Botulism, Infant",2017,Sept.,12
1094,"Botulism, Other (wound & unspecified)",2017,Sept.,1
1095,Brucellosis,2017,Sept.,10
1096,Campylobacteriosis,2017,Sept.,"6,822"
1097,Chancroid,2017,Sept.,0
1098,Chlamydia trachomatis infection,2017,Sept.,"167,506"
1099,Cholera,2017,Sept.,0
1100,Coccidioidomycosis,2017,Sept.,"1,537"
1101,"Cryptosporidiosis, Total",2017,Sept.,"1,852"
1102,"Cryptosporidiosis, Confirmed",2017,Sept.,"1,398"
1103,"Cryptosporidiosis, Probable",2017,Sept.,454
1104,Cyclosporiasis,2017,Sept.,71
1105,"Dengue virus infections, Dengue",2017,Sept.,70
1106,"Dengue virus infections, Dengue-like illness",2017,Sept.,1
1107,"Dengue virus infections, Severe dengue",2017,Sept.,0
1108,Diphtheria,2017,Sept.,0
1109,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2017,Sept.,343
1110,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2017,Sept.,196
1111,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2017,Sept.,1
1112,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2017,Sept.,34
1113,Giardiasis,2017,Sept.,"1,841"
1114,Gonorrhea,2017,Sept.,"56,307"
1115,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2017,Sept.,411
1116,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2017,Sept.,3
1117,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2017,Sept.,14
1118,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2017,Sept.,12
1119,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2017,Sept.,10
1120,Hansen's disease,2017,Sept.,10
1121,"Hantavirus infection, non-hantavirus pulmonary syndrome",2017,Sept.,0
1122,Hantavirus pulmonary syndrome,2017,Sept.,4
1123,Hemolytic uremic syndrome post-diarrheal,2017,Sept.,47
1124,"Hepatitis, A, acute",2017,Sept.,449
1125,"Hepatitis, B, acute",2017,Sept.,336
1126,"Hepatitis, B, perinatal infection",2017,Sept.,3
1127,"Hepatitis, C, acute",2017,Sept.,390
1128,"Hepatitis, C, acute, Confirmed",2017,Sept.,298
1129,"Hepatitis, C, acute, Probable",2017,Sept.,92
1130,Human immunodeficiency virus diagnoses,2017,Sept.,"2,742"
1131,Influenza-associated pediatric mortality,2017,Sept.,3
1132,"Invasive pneumococcal disease, All ages",2017,Sept.,"1,147"
1133,"Invasive pneumococcal disease, All ages, Confirmed",2017,Sept.,"1,133"
1134,"Invasive pneumococcal disease, All ages, Probable",2017,Sept.,14
1135,"Invasive pneumococcal disease, Age <5 years",2017,Sept.,95
1136,"Invasive pneumococcal disease, Age <5 years, Confirmed",2017,Sept.,92
1137,"Invasive pneumococcal disease, Age <5 years, Probable",2017,Sept.,3
1138,Legionellosis,2017,Sept.,980
1139,Leptospirosis,2017,Sept.,8
1140,Listeriosis,2017,Sept.,113
1141,"Lyme disease, Total",2017,Sept.,"4,467"
1142,"Lyme disease, Confirmed",2017,Sept.,"3,028"
1143,"Lyme disease, Probable",2017,Sept.,"1,439"
1144,Malaria,2017,Sept.,260
1145,"Measles, Total",2017,Sept.,2
1146,"Measles, Indigenous",2017,Sept.,1
1147,"Measles, Imported",2017,Sept.,1
1148,"Meningococcal disease, All serogroups",2017,Sept.,26
1149,"Meningococcal disease, Serogroups ACWY",2017,Sept.,7
1150,"Meningococcal disease, Serogroup B",2017,Sept.,9
1151,"Meningococcal disease, Other serogroups",2017,Sept.,2
1152,"Meningococcal disease, Unknown serogroup",2017,Sept.,8
1153,Mumps,2017,Sept.,328
1154,Novel Influenza A virus infections,2017,Sept.,34
1155,Pertussis,2017,Sept.,"1,496"
1156,Plague,2017,Sept.,0
1157,"Poliomyelitis, paralytic",2017,Sept.,0
1158,"Poliovirus infection, nonparalytic",2017,Sept.,0
1159,Psittacosis,2017,Sept.,1
1160,"Q fever, Total",2017,Sept.,10
1161,"Q fever, Acute",2017,Sept.,7
1162,"Q fever, Chronic",2017,Sept.,3
1163,"Rabies, Animal",2017,Sept.,535
1164,"Rabies, Human",2017,Sept.,0
1165,Rubella,2017,Sept.,0
1166,"Rubella, congenital syndrome",2017,Sept.,0
1167,Salmonellosis,2017,Sept.,"6,926"
1168,Severe acute respiratory syndrome-associated coronavirus disease,2017,Sept.,0
1169,Shiga toxin-producing Escherichia coli,2017,Sept.,"1,028"
1170,Shigellosis,2017,Sept.,"1,534"
1171,Smallpox,2017,Sept.,0
1172,"Spotted fever rickettsiosis, Total",2017,Sept.,745
1173,"Spotted fever rickettsiosis, Confirmed",2017,Sept.,14
1174,"Spotted fever rickettsiosis, Probable",2017,Sept.,731
1175,Streptococcal toxic shock syndrome,2017,Sept.,16
1176,"Syphilis, Total, all stages",2017,Sept.,"9,663"
1177,"Syphilis, Congenital",2017,Sept.,72
1178,"Syphilis, Primary and secondary",2017,Sept.,"3,016"
1179,Tetanus,2017,Sept.,4
1180,Toxic shock syndrome (other than Streptococcal),2017,Sept.,4
1181,Trichinellosis,2017,Sept.,0
1182,Tuberculosis,2017,Sept.,737
1183,Tularemia,2017,Sept.,33
1184,Typhoid fever,2017,Sept.,53
1185,Vancomycin-intermediate Staphylococcus aureus,2017,Sept.,16
1186,Vancomycin-resistant Staphylococcus aureus,2017,Sept.,1
1187,Varicella morbidity,2017,Sept.,831
1188,Varicella mortality,2017,Sept.,0
1189,"Vibriosis, Total",2017,Sept.,273
1190,"Vibriosis, Confirmed",2017,Sept.,203
1191,"Vibriosis, Probable",2017,Sept.,70
1192,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2017,Sept.,0
1193,"Viral hemorrhagic fevers, Ebola virus",2017,Sept.,0
1194,"Viral hemorrhagic fevers, Guanarito virus",2017,Sept.,0
1195,"Viral hemorrhagic fevers, Junin virus",2017,Sept.,0
1196,"Viral hemorrhagic fevers, Lassa virus",2017,Sept.,0
1197,"Viral hemorrhagic fevers, Lujo virus",2017,Sept.,0
1198,"Viral hemorrhagic fevers, Machupo virus",2017,Sept.,0
1199,"Viral hemorrhagic fevers, Marburg virus",2017,Sept.,0
1200,"Viral hemorrhagic fevers, Sabia virus",2017,Sept.,0
1201,Yellow fever,2017,Sept.,0
1202,"Zika virus, Zika virus disease, congenital",2017,Sept.,0
1203,"Zika virus, Zika virus disease, non-congenital",2017,Sept.,53
1204,"Zika virus, Zika virus infection, congenital",2017,Sept.,2
1205,"Zika virus, Zika virus infection, non-congenital",2017,Sept.,43
1206,Anthrax,2017,Oct.,0
1207,"Arboviral diseases, Chikungunya virus disease",2017,Oct.,17
1208,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2017,Oct.,3
1209,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2017,Oct.,0
1210,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2017,Oct.,2
1211,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2017,Oct.,0
1212,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2017,Oct.,5
1213,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2017,Oct.,0
1214,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2017,Oct.,2
1215,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2017,Oct.,0
1216,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2017,Oct.,0
1217,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2017,Oct.,2
1218,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2017,Oct.,127
1219,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2017,Oct.,51
1220,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2017,Oct.,0
1221,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2017,Oct.,0
1222,"Babesiosis, Total",2017,Oct.,115
1223,"Babesiosis, Confirmed",2017,Oct.,87
1224,"Babesiosis, Probable",2017,Oct.,28
1225,"Botulism, Total",2017,Oct.,10
1226,"Botulism, Foodborne",2017,Oct.,0
1227,"Botulism, Infant",2017,Oct.,8
1228,"Botulism, Other (wound & unspecified)",2017,Oct.,2
1229,Brucellosis,2017,Oct.,11
1230,Campylobacteriosis,2017,Oct.,"4,832"
1231,Chancroid,2017,Oct.,1
1232,Chlamydia trachomatis infection,2017,Oct.,"141,332"
1233,Cholera,2017,Oct.,0
1234,Coccidioidomycosis,2017,Oct.,"1,568"
1235,"Cryptosporidiosis, Total",2017,Oct.,"1,186"
1236,"Cryptosporidiosis, Confirmed",2017,Oct.,845
1237,"Cryptosporidiosis, Probable",2017,Oct.,341
1238,Cyclosporiasis,2017,Oct.,21
1239,"Dengue virus infections, Dengue",2017,Oct.,57
1240,"Dengue virus infections, Dengue-like illness",2017,Oct.,1
1241,"Dengue virus infections, Severe dengue",2017,Oct.,1
1242,Diphtheria,2017,Oct.,0
1243,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2017,Oct.,340
1244,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2017,Oct.,91
1245,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2017,Oct.,1
1246,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2017,Oct.,18
1247,Giardiasis,2017,Oct.,"1,249"
1248,Gonorrhea,2017,Oct.,"47,209"
1249,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2017,Oct.,387
1250,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2017,Oct.,2
1251,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2017,Oct.,10
1252,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2017,Oct.,9
1253,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2017,Oct.,13
1254,Hansen's disease,2017,Oct.,9
1255,"Hantavirus infection, non-hantavirus pulmonary syndrome",2017,Oct.,0
1256,Hantavirus pulmonary syndrome,2017,Oct.,3
1257,Hemolytic uremic syndrome post-diarrheal,2017,Oct.,26
1258,"Hepatitis, A, acute",2017,Oct.,323
1259,"Hepatitis, B, acute",2017,Oct.,271
1260,"Hepatitis, B, perinatal infection",2017,Oct.,4
1261,"Hepatitis, C, acute",2017,Oct.,273
1262,"Hepatitis, C, acute, Confirmed",2017,Oct.,211
1263,"Hepatitis, C, acute, Probable",2017,Oct.,62
1264,Human immunodeficiency virus diagnoses,2017,Oct.,"2,815"
1265,Influenza-associated pediatric mortality,2017,Oct.,3
1266,"Invasive pneumococcal disease, All ages",2017,Oct.,"1,093"
1267,"Invasive pneumococcal disease, All ages, Confirmed",2017,Oct.,"1,082"
1268,"Invasive pneumococcal disease, All ages, Probable",2017,Oct.,11
1269,"Invasive pneumococcal disease, Age <5 years",2017,Oct.,89
1270,"Invasive pneumococcal disease, Age <5 years, Confirmed",2017,Oct.,89
1271,"Invasive pneumococcal disease, Age <5 years, Probable",2017,Oct.,0
1272,Legionellosis,2017,Oct.,705
1273,Leptospirosis,2017,Oct.,2
1274,Listeriosis,2017,Oct.,82
1275,"Lyme disease, Total",2017,Oct.,"2,579"
1276,"Lyme disease, Confirmed",2017,Oct.,"1,724"
1277,"Lyme disease, Probable",2017,Oct.,855
1278,Malaria,2017,Oct.,163
1279,"Measles, Total",2017,Oct.,0
1280,"Measles, Indigenous",2017,Oct.,0
1281,"Measles, Imported",2017,Oct.,0
1282,"Meningococcal disease, All serogroups",2017,Oct.,28
1283,"Meningococcal disease, Serogroups ACWY",2017,Oct.,10
1284,"Meningococcal disease, Serogroup B",2017,Oct.,6
1285,"Meningococcal disease, Other serogroups",2017,Oct.,1
1286,"Meningococcal disease, Unknown serogroup",2017,Oct.,11
1287,Mumps,2017,Oct.,306
1288,Novel Influenza A virus infections,2017,Oct.,9
1289,Pertussis,2017,Oct.,"1,132"
1290,Plague,2017,Oct.,0
1291,"Poliomyelitis, paralytic",2017,Oct.,0
1292,"Poliovirus infection, nonparalytic",2017,Oct.,0
1293,Psittacosis,2017,Oct.,0
1294,"Q fever, Total",2017,Oct.,11
1295,"Q fever, Acute",2017,Oct.,10
1296,"Q fever, Chronic",2017,Oct.,1
1297,"Rabies, Animal",2017,Oct.,408
1298,"Rabies, Human",2017,Oct.,0
1299,Rubella,2017,Oct.,1
1300,"Rubella, congenital syndrome",2017,Oct.,0
1301,Salmonellosis,2017,Oct.,"5,143"
1302,Severe acute respiratory syndrome-associated coronavirus disease,2017,Oct.,0
1303,Shiga toxin-producing Escherichia coli,2017,Oct.,755
1304,Shigellosis,2017,Oct.,"1,203"
1305,Smallpox,2017,Oct.,0
1306,"Spotted fever rickettsiosis, Total",2017,Oct.,385
1307,"Spotted fever rickettsiosis, Confirmed",2017,Oct.,6
1308,"Spotted fever rickettsiosis, Probable",2017,Oct.,379
1309,Streptococcal toxic shock syndrome,2017,Oct.,13
1310,"Syphilis, Total, all stages",2017,Oct.,"8,265"
1311,"Syphilis, Congenital",2017,Oct.,98
1312,"Syphilis, Primary and secondary",2017,Oct.,"2,507"
1313,Tetanus,2017,Oct.,2
1314,Toxic shock syndrome (other than Streptococcal),2017,Oct.,0
1315,Trichinellosis,2017,Oct.,1
1316,Tuberculosis,2017,Oct.,779
1317,Tularemia,2017,Oct.,14
1318,Typhoid fever,2017,Oct.,52
1319,Vancomycin-intermediate Staphylococcus aureus,2017,Oct.,6
1320,Vancomycin-resistant Staphylococcus aureus,2017,Oct.,1
1321,Varicella morbidity,2017,Oct.,772
1322,Varicella mortality,2017,Oct.,0
1323,"Vibriosis, Total",2017,Oct.,194
1324,"Vibriosis, Confirmed",2017,Oct.,135
1325,"Vibriosis, Probable",2017,Oct.,59
1326,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2017,Oct.,0
1327,"Viral hemorrhagic fevers, Ebola virus",2017,Oct.,0
1328,"Viral hemorrhagic fevers, Guanarito virus",2017,Oct.,0
1329,"Viral hemorrhagic fevers, Junin virus",2017,Oct.,0
1330,"Viral hemorrhagic fevers, Lassa virus",2017,Oct.,0
1331,"Viral hemorrhagic fevers, Lujo virus",2017,Oct.,0
1332,"Viral hemorrhagic fevers, Machupo virus",2017,Oct.,0
1333,"Viral hemorrhagic fevers, Marburg virus",2017,Oct.,0
1334,"Viral hemorrhagic fevers, Sabia virus",2017,Oct.,0
1335,Yellow fever,2017,Oct.,0
1336,"Zika virus, Zika virus disease, congenital",2017,Oct.,2
1337,"Zika virus, Zika virus disease, non-congenital",2017,Oct.,37
1338,"Zika virus, Zika virus infection, congenital",2017,Oct.,0
1339,"Zika virus, Zika virus infection, non-congenital",2017,Oct.,36
1340,Anthrax,2017,Nov.,0
1341,"Arboviral diseases, Chikungunya virus disease",2017,Nov.,9
1342,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2017,Nov.,0
1343,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2017,Nov.,0
1344,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2017,Nov.,2
1345,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2017,Nov.,0
1346,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2017,Nov.,2
1347,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2017,Nov.,0
1348,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2017,Nov.,2
1349,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2017,Nov.,0
1350,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2017,Nov.,0
1351,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2017,Nov.,1
1352,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2017,Nov.,40
1353,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2017,Nov.,10
1354,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2017,Nov.,0
1355,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2017,Nov.,0
1356,"Babesiosis, Total",2017,Nov.,76
1357,"Babesiosis, Confirmed",2017,Nov.,57
1358,"Babesiosis, Probable",2017,Nov.,19
1359,"Botulism, Total",2017,Nov.,19
1360,"Botulism, Foodborne",2017,Nov.,0
1361,"Botulism, Infant",2017,Nov.,17
1362,"Botulism, Other (wound & unspecified)",2017,Nov.,2
1363,Brucellosis,2017,Nov.,5
1364,Campylobacteriosis,2017,Nov.,"4,440"
1365,Chancroid,2017,Nov.,0
1366,Chlamydia trachomatis infection,2017,Nov.,"125,923"
1367,Cholera,2017,Nov.,0
1368,Coccidioidomycosis,2017,Nov.,"1,751"
1369,"Cryptosporidiosis, Total",2017,Nov.,801
1370,"Cryptosporidiosis, Confirmed",2017,Nov.,544
1371,"Cryptosporidiosis, Probable",2017,Nov.,257
1372,Cyclosporiasis,2017,Nov.,7
1373,"Dengue virus infections, Dengue",2017,Nov.,48
1374,"Dengue virus infections, Dengue-like illness",2017,Nov.,0
1375,"Dengue virus infections, Severe dengue",2017,Nov.,0
1376,Diphtheria,2017,Nov.,0
1377,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2017,Nov.,485
1378,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2017,Nov.,48
1379,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2017,Nov.,0
1380,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2017,Nov.,12
1381,Giardiasis,2017,Nov.,987
1382,Gonorrhea,2017,Nov.,"42,980"
1383,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2017,Nov.,410
1384,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2017,Nov.,3
1385,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2017,Nov.,14
1386,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2017,Nov.,14
1387,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2017,Nov.,19
1388,Hansen's disease,2017,Nov.,4
1389,"Hantavirus infection, non-hantavirus pulmonary syndrome",2017,Nov.,0
1390,Hantavirus pulmonary syndrome,2017,Nov.,0
1391,Hemolytic uremic syndrome post-diarrheal,2017,Nov.,26
1392,"Hepatitis, A, acute",2017,Nov.,289
1393,"Hepatitis, B, acute",2017,Nov.,220
1394,"Hepatitis, B, perinatal infection",2017,Nov.,3
1395,"Hepatitis, C, acute",2017,Nov.,312
1396,"Hepatitis, C, acute, Confirmed",2017,Nov.,237
1397,"Hepatitis, C, acute, Probable",2017,Nov.,75
1398,Human immunodeficiency virus diagnoses,2017,Nov.,"1,981"
1399,Influenza-associated pediatric mortality,2017,Nov.,4
1400,"Invasive pneumococcal disease, All ages",2017,Nov.,"1,475"
1401,"Invasive pneumococcal disease, All ages, Confirmed",2017,Nov.,"1,465"
1402,"Invasive pneumococcal disease, All ages, Probable",2017,Nov.,10
1403,"Invasive pneumococcal disease, Age <5 years",2017,Nov.,115
1404,"Invasive pneumococcal disease, Age <5 years, Confirmed",2017,Nov.,114
1405,"Invasive pneumococcal disease, Age <5 years, Probable",2017,Nov.,1
1406,Legionellosis,2017,Nov.,573
1407,Leptospirosis,2017,Nov.,7
1408,Listeriosis,2017,Nov.,60
1409,"Lyme disease, Total",2017,Nov.,"2,063"
1410,"Lyme disease, Confirmed",2017,Nov.,"1,337"
1411,"Lyme disease, Probable",2017,Nov.,726
1412,Malaria,2017,Nov.,102
1413,"Measles, Total",2017,Nov.,0
1414,"Measles, Indigenous",2017,Nov.,0
1415,"Measles, Imported",2017,Nov.,0
1416,"Meningococcal disease, All serogroups",2017,Nov.,32
1417,"Meningococcal disease, Serogroups ACWY",2017,Nov.,14
1418,"Meningococcal disease, Serogroup B",2017,Nov.,13
1419,"Meningococcal disease, Other serogroups",2017,Nov.,1
1420,"Meningococcal disease, Unknown serogroup",2017,Nov.,4
1421,Mumps,2017,Nov.,341
1422,Novel Influenza A virus infections,2017,Nov.,1
1423,Pertussis,2017,Nov.,"1,637"
1424,Plague,2017,Nov.,0
1425,"Poliomyelitis, paralytic",2017,Nov.,0
1426,"Poliovirus infection, nonparalytic",2017,Nov.,0
1427,Psittacosis,2017,Nov.,1
1428,"Q fever, Total",2017,Nov.,16
1429,"Q fever, Acute",2017,Nov.,14
1430,"Q fever, Chronic",2017,Nov.,2
1431,"Rabies, Animal",2017,Nov.,258
1432,"Rabies, Human",2017,Nov.,1
1433,Rubella,2017,Nov.,0
1434,"Rubella, congenital syndrome",2017,Nov.,0
1435,Salmonellosis,2017,Nov.,"3,813"
1436,Severe acute respiratory syndrome-associated coronavirus disease,2017,Nov.,0
1437,Shiga toxin-producing Escherichia coli,2017,Nov.,606
1438,Shigellosis,2017,Nov.,"1,108"
1439,Smallpox,2017,Nov.,0
1440,"Spotted fever rickettsiosis, Total",2017,Nov.,189
1441,"Spotted fever rickettsiosis, Confirmed",2017,Nov.,3
1442,"Spotted fever rickettsiosis, Probable",2017,Nov.,186
1443,Streptococcal toxic shock syndrome,2017,Nov.,23
1444,"Syphilis, Total, all stages",2017,Nov.,"7,512"
1445,"Syphilis, Congenital",2017,Nov.,77
1446,"Syphilis, Primary and secondary",2017,Nov.,"2,315"
1447,Tetanus,2017,Nov.,0
1448,Toxic shock syndrome (other than Streptococcal),2017,Nov.,3
1449,Trichinellosis,2017,Nov.,0
1450,Tuberculosis,2017,Nov.,687
1451,Tularemia,2017,Nov.,21
1452,Typhoid fever,2017,Nov.,19
1453,Vancomycin-intermediate Staphylococcus aureus,2017,Nov.,12
1454,Vancomycin-resistant Staphylococcus aureus,2017,Nov.,0
1455,Varicella morbidity,2017,Nov.,778
1456,Varicella mortality,2017,Nov.,0
1457,"Vibriosis, Total",2017,Nov.,129
1458,"Vibriosis, Confirmed",2017,Nov.,75
1459,"Vibriosis, Probable",2017,Nov.,54
1460,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2017,Nov.,0
1461,"Viral hemorrhagic fevers, Ebola virus",2017,Nov.,0
1462,"Viral hemorrhagic fevers, Guanarito virus",2017,Nov.,0
1463,"Viral hemorrhagic fevers, Junin virus",2017,Nov.,0
1464,"Viral hemorrhagic fevers, Lassa virus",2017,Nov.,0
1465,"Viral hemorrhagic fevers, Lujo virus",2017,Nov.,0
1466,"Viral hemorrhagic fevers, Machupo virus",2017,Nov.,0
1467,"Viral hemorrhagic fevers, Marburg virus",2017,Nov.,0
1468,"Viral hemorrhagic fevers, Sabia virus",2017,Nov.,0
1469,Yellow fever,2017,Nov.,0
1470,"Zika virus, Zika virus disease, congenital",2017,Nov.,1
1471,"Zika virus, Zika virus disease, non-congenital",2017,Nov.,25
1472,"Zika virus, Zika virus infection, congenital",2017,Nov.,0
1473,"Zika virus, Zika virus infection, non-congenital",2017,Nov.,35
1474,Anthrax,2017,Dec.,0
1475,"Arboviral diseases, Chikungunya virus disease",2017,Dec.,20
1476,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2017,Dec.,1
1477,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2017,Dec.,0
1478,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2017,Dec.,0
1479,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2017,Dec.,0
1480,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2017,Dec.,0
1481,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2017,Dec.,0
1482,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2017,Dec.,3
1483,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2017,Dec.,0
1484,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2017,Dec.,0
1485,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2017,Dec.,0
1486,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2017,Dec.,15
1487,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2017,Dec.,5
1488,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2017,Dec.,0
1489,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2017,Dec.,0
1490,"Babesiosis, Total",2017,Dec.,178
1491,"Babesiosis, Confirmed",2017,Dec.,141
1492,"Babesiosis, Probable",2017,Dec.,37
1493,"Botulism, Total",2017,Dec.,27
1494,"Botulism, Foodborne",2017,Dec.,0
1495,"Botulism, Infant",2017,Dec.,25
1496,"Botulism, Other (wound & unspecified)",2017,Dec.,2
1497,Brucellosis,2017,Dec.,19
1498,Campylobacteriosis,2017,Dec.,"8,219"
1499,Chancroid,2017,Dec.,0
1500,Chlamydia trachomatis infection,2017,Dec.,"168,005"
1501,Cholera,2017,Dec.,0
1502,Coccidioidomycosis,2017,Dec.,"2,478"
1503,"Cryptosporidiosis, Total",2017,Dec.,"1,051"
1504,"Cryptosporidiosis, Confirmed",2017,Dec.,670
1505,"Cryptosporidiosis, Probable",2017,Dec.,381
1506,Cyclosporiasis,2017,Dec.,25
1507,"Dengue virus infections, Dengue",2017,Dec.,38
1508,"Dengue virus infections, Dengue-like illness",2017,Dec.,1
1509,"Dengue virus infections, Severe dengue",2017,Dec.,1
1510,Diphtheria,2017,Dec.,0
1511,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2017,Dec.,260
1512,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2017,Dec.,155
1513,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2017,Dec.,1
1514,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2017,Dec.,12
1515,Giardiasis,2017,Dec.,"1,919"
1516,Gonorrhea,2017,Dec.,"58,412"
1517,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2017,Dec.,827
1518,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2017,Dec.,7
1519,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2017,Dec.,25
1520,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2017,Dec.,36
