Disease,Year,Month,ym,Numerical_Month,Count
Invasive pneumococcal disease,2018,Jan.,24,1,2820.0
Invasive pneumococcal disease,2018,July,30,7,741.0
Invasive pneumococcal disease,2018,June,29,6,1340.0
Invasive pneumococcal disease,2018,Mar.,26,3,2417.0
Invasive pneumococcal disease,2018,May,28,5,1565.0
Invasive pneumococcal disease,2018,Nov.,34,11,1263.0
Invasive pneumococcal disease,2018,Oct.,33,10,1059.0
Invasive pneumococcal disease,2018,Sept.,32,9,993.0
Jamestown Canyon virus,2016,Apr.,3,4,0.0
Jamestown Canyon virus,2016,Aug.,7,8,5.0
Jamestown Canyon virus,2016,Dec.,11,12,0.0
Jamestown Canyon virus,2016,Feb.,1,2,0.0
Jamestown Canyon virus,2016,Jan.,0,1,0.0
Jamestown Canyon virus,2016,July,6,7,3.0
Jamestown Canyon virus,2016,June,5,6,1.0
Jamestown Canyon virus,2016,Mar.,2,3,0.0
Jamestown Canyon virus,2016,May,4,5,0.0
Jamestown Canyon virus,2016,Nov.,10,11,2.0
Jamestown Canyon virus,2016,Oct.,9,10,2.0
Jamestown Canyon virus,2016,Sept.,8,9,2.0
Jamestown Canyon virus,2017,Apr.,15,4,3.0
Jamestown Canyon virus,2017,Aug.,19,8,15.0
Jamestown Canyon virus,2017,Dec.,23,12,0.0
Jamestown Canyon virus,2017,Feb.,13,2,0.0
Jamestown Canyon virus,2017,Jan.,12,1,1.0
Jamestown Canyon virus,2017,July,18,7,17.0
Jamestown Canyon virus,2017,June,17,6,16.0
Jamestown Canyon virus,2017,Mar.,14,3,0.0
Jamestown Canyon virus,2017,May,16,5,3.0
Jamestown Canyon virus,2017,Nov.,22,11,2.0
Jamestown Canyon virus,2017,Oct.,21,10,2.0
Jamestown Canyon virus,2017,Sept.,20,9,16.0
Jamestown Canyon virus,2018,Apr.,27,4,1.0
Jamestown Canyon virus,2018,Aug.,31,8,5.0
Jamestown Canyon virus,2018,Dec.,35,12,1.0
Jamestown Canyon virus,2018,Feb.,25,2,0.0
Jamestown Canyon virus,2018,Jan.,24,1,0.0
Jamestown Canyon virus,2018,July,30,7,10.0
Jamestown Canyon virus,2018,June,29,6,5.0
Jamestown Canyon virus,2018,Mar.,26,3,0.0
Jamestown Canyon virus,2018,May,28,5,3.0
Jamestown Canyon virus,2018,Nov.,34,11,1.0
Jamestown Canyon virus,2018,Oct.,33,10,5.0
Jamestown Canyon virus,2018,Sept.,32,9,10.0
Junin virus,2016,Apr.,3,4,0.0
Junin virus,2016,Aug.,7,8,0.0
Junin virus,2016,Dec.,11,12,0.0
Junin virus,2016,Feb.,1,2,0.0
Junin virus,2016,Jan.,0,1,0.0
Junin virus,2016,July,6,7,0.0
Junin virus,2016,June,5,6,0.0
Junin virus,2016,Mar.,2,3,0.0
Junin virus,2016,May,4,5,0.0
Junin virus,2016,Nov.,10,11,0.0
Junin virus,2016,Oct.,9,10,0.0
Junin virus,2016,Sept.,8,9,0.0
Junin virus,2017,Apr.,15,4,0.0
Junin virus,2017,Aug.,19,8,0.0
Junin virus,2017,Dec.,23,12,0.0
Junin virus,2017,Feb.,13,2,0.0
Junin virus,2017,Jan.,12,1,0.0
Junin virus,2017,July,18,7,0.0
Junin virus,2017,June,17,6,0.0
Junin virus,2017,Mar.,14,3,0.0
Junin virus,2017,May,16,5,0.0
Junin virus,2017,Nov.,22,11,0.0
Junin virus,2017,Oct.,21,10,0.0
Junin virus,2017,Sept.,20,9,0.0
Junin virus,2018,Apr.,27,4,0.0
Junin virus,2018,Aug.,31,8,0.0
Junin virus,2018,Dec.,35,12,0.0
Junin virus,2018,Feb.,25,2,0.0
Junin virus,2018,Jan.,24,1,0.0
Junin virus,2018,July,30,7,0.0
Junin virus,2018,June,29,6,0.0
Junin virus,2018,Mar.,26,3,0.0
Junin virus,2018,May,28,5,0.0
Junin virus,2018,Nov.,34,11,0.0
Junin virus,2018,Oct.,33,10,0.0
Junin virus,2018,Sept.,32,9,0.0
La Crosse virus,2016,Apr.,3,4,0.0
La Crosse virus,2016,Aug.,7,8,9.0
La Crosse virus,2016,Dec.,11,12,0.0
La Crosse virus,2016,Feb.,1,2,0.0
La Crosse virus,2016,Jan.,0,1,0.0
La Crosse virus,2016,July,6,7,8.0
La Crosse virus,2016,June,5,6,1.0
La Crosse virus,2016,Mar.,2,3,0.0
La Crosse virus,2016,May,4,5,1.0
La Crosse virus,2016,Nov.,10,11,2.0
La Crosse virus,2016,Oct.,9,10,4.0
La Crosse virus,2016,Sept.,8,9,10.0
La Crosse virus,2017,Apr.,15,4,0.0
La Crosse virus,2017,Aug.,19,8,28.0
La Crosse virus,2017,Dec.,23,12,0.0
La Crosse virus,2017,Feb.,13,2,0.0
La Crosse virus,2017,Jan.,12,1,0.0
La Crosse virus,2017,July,18,7,16.0
La Crosse virus,2017,June,17,6,2.0
La Crosse virus,2017,Mar.,14,3,1.0
La Crosse virus,2017,May,16,5,0.0
La Crosse virus,2017,Nov.,22,11,2.0
La Crosse virus,2017,Oct.,21,10,5.0
La Crosse virus,2017,Sept.,20,9,9.0
La Crosse virus,2018,Apr.,27,4,0.0
La Crosse virus,2018,Aug.,31,8,24.0
La Crosse virus,2018,Dec.,35,12,1.0
La Crosse virus,2018,Feb.,25,2,0.0
La Crosse virus,2018,Jan.,24,1,0.0
La Crosse virus,2018,July,30,7,17.0
La Crosse virus,2018,June,29,6,4.0
La Crosse virus,2018,Mar.,26,3,0.0
La Crosse virus,2018,May,28,5,0.0
La Crosse virus,2018,Nov.,34,11,3.0
La Crosse virus,2018,Oct.,33,10,14.0
La Crosse virus,2018,Sept.,32,9,23.0
Lassa virus,2016,Apr.,3,4,0.0
Lassa virus,2016,Aug.,7,8,0.0
Lassa virus,2016,Dec.,11,12,0.0
Lassa virus,2016,Feb.,1,2,0.0
Lassa virus,2016,Jan.,0,1,0.0
Lassa virus,2016,July,6,7,0.0
Lassa virus,2016,June,5,6,0.0
Lassa virus,2016,Mar.,2,3,0.0
Lassa virus,2016,May,4,5,0.0
Lassa virus,2016,Nov.,10,11,0.0
Lassa virus,2016,Oct.,9,10,0.0
Lassa virus,2016,Sept.,8,9,0.0
Lassa virus,2017,Apr.,15,4,0.0
Lassa virus,2017,Aug.,19,8,0.0
Lassa virus,2017,Dec.,23,12,0.0
Lassa virus,2017,Feb.,13,2,0.0
Lassa virus,2017,Jan.,12,1,0.0
Lassa virus,2017,July,18,7,0.0
Lassa virus,2017,June,17,6,0.0
Lassa virus,2017,Mar.,14,3,0.0
Lassa virus,2017,May,16,5,0.0
Lassa virus,2017,Nov.,22,11,0.0
Lassa virus,2017,Oct.,21,10,0.0
Lassa virus,2017,Sept.,20,9,0.0
Lassa virus,2018,Apr.,27,4,0.0
Lassa virus,2018,Aug.,31,8,0.0
Lassa virus,2018,Dec.,35,12,0.0
Lassa virus,2018,Feb.,25,2,0.0
Lassa virus,2018,Jan.,24,1,0.0
Lassa virus,2018,July,30,7,0.0
Lassa virus,2018,June,29,6,0.0
Lassa virus,2018,Mar.,26,3,0.0
Lassa virus,2018,May,28,5,0.0
Lassa virus,2018,Nov.,34,11,0.0
Lassa virus,2018,Oct.,33,10,0.0
Lassa virus,2018,Sept.,32,9,0.0
Legionellosis,2016,Apr.,3,4,298.0
Legionellosis,2016,Aug.,7,8,688.0
Legionellosis,2016,Dec.,11,12,814.0
Legionellosis,2016,Feb.,1,2,230.0
Legionellosis,2016,Jan.,0,1,275.0
Legionellosis,2016,July,6,7,633.0
Legionellosis,2016,June,5,6,439.0
Legionellosis,2016,Mar.,2,3,256.0
Legionellosis,2016,May,4,5,305.0
Legionellosis,2016,Nov.,10,11,591.0
Legionellosis,2016,Oct.,9,10,876.0
Legionellosis,2016,Sept.,8,9,736.0
Legionellosis,2017,Apr.,15,4,410.0
Legionellosis,2017,Aug.,19,8,857.0
Legionellosis,2017,Dec.,23,12,539.0
Legionellosis,2017,Feb.,13,2,315.0
Legionellosis,2017,Jan.,12,1,371.0
Legionellosis,2017,July,18,7,1274.0
Legionellosis,2017,June,17,6,645.0
Legionellosis,2017,Mar.,14,3,251.0
Legionellosis,2017,May,16,5,538.0
Legionellosis,2017,Nov.,22,11,573.0
Legionellosis,2017,Oct.,21,10,705.0
Legionellosis,2017,Sept.,20,9,980.0
Legionellosis,2018,Apr.,27,4,256.0
Legionellosis,2018,Aug.,31,8,1311.0
Legionellosis,2018,Dec.,35,12,929.0
Legionellosis,2018,Feb.,25,2,280.0
Legionellosis,2018,Jan.,24,1,313.0
Legionellosis,2018,July,30,7,1046.0
Legionellosis,2018,June,29,6,1233.0
Legionellosis,2018,Mar.,26,3,392.0
Legionellosis,2018,May,28,5,387.0
Legionellosis,2018,Nov.,34,11,738.0
Legionellosis,2018,Oct.,33,10,1384.0
Legionellosis,2018,Sept.,32,9,1664.0
Leptospirosis,2016,Apr.,3,4,3.0
Leptospirosis,2016,Aug.,7,8,10.0
Leptospirosis,2016,Dec.,11,12,17.0
Leptospirosis,2016,Feb.,1,2,0.0
Leptospirosis,2016,Jan.,0,1,4.0
Leptospirosis,2016,July,6,7,8.0
Leptospirosis,2016,June,5,6,3.0
Leptospirosis,2016,Mar.,2,3,6.0
Leptospirosis,2016,May,4,5,2.0
Leptospirosis,2016,Nov.,10,11,5.0
Leptospirosis,2016,Oct.,9,10,11.0
Leptospirosis,2016,Sept.,8,9,9.0
Leptospirosis,2017,Apr.,15,4,8.0
Leptospirosis,2017,Aug.,19,8,6.0
Leptospirosis,2017,Dec.,23,12,10.0
Leptospirosis,2017,Feb.,13,2,7.0
Leptospirosis,2017,Jan.,12,1,4.0
Leptospirosis,2017,July,18,7,9.0
Leptospirosis,2017,June,17,6,2.0
Leptospirosis,2017,Mar.,14,3,3.0
Leptospirosis,2017,May,16,5,6.0
Leptospirosis,2017,Nov.,22,11,7.0
Leptospirosis,2017,Oct.,21,10,2.0
Leptospirosis,2017,Sept.,20,9,8.0
Leptospirosis,2018,Apr.,27,4,2.0
Leptospirosis,2018,Aug.,31,8,7.0
Leptospirosis,2018,Dec.,35,12,11.0
Leptospirosis,2018,Feb.,25,2,4.0
Leptospirosis,2018,Jan.,24,1,6.0
Leptospirosis,2018,July,30,7,7.0
Leptospirosis,2018,June,29,6,10.0
Leptospirosis,2018,Mar.,26,3,6.0
Leptospirosis,2018,May,28,5,4.0
Leptospirosis,2018,Nov.,34,11,4.0
Leptospirosis,2018,Oct.,33,10,6.0
Leptospirosis,2018,Sept.,32,9,24.0
Listeriosis,2016,Apr.,3,4,53.0
Listeriosis,2016,Aug.,7,8,96.0
Listeriosis,2016,Dec.,11,12,92.0
Listeriosis,2016,Feb.,1,2,39.0
Listeriosis,2016,Jan.,0,1,32.0
Listeriosis,2016,July,6,7,89.0
Listeriosis,2016,June,5,6,73.0
Listeriosis,2016,Mar.,2,3,31.0
Listeriosis,2016,May,4,5,46.0
Listeriosis,2016,Nov.,10,11,55.0
Listeriosis,2016,Oct.,9,10,81.0
Listeriosis,2016,Sept.,8,9,99.0
Listeriosis,2017,Apr.,15,4,58.0
Listeriosis,2017,Aug.,19,8,102.0
Listeriosis,2017,Dec.,23,12,100.0
Listeriosis,2017,Feb.,13,2,48.0
Listeriosis,2017,Jan.,12,1,48.0
Listeriosis,2017,July,18,7,105.0
Listeriosis,2017,June,17,6,68.0
Listeriosis,2017,Mar.,14,3,51.0
Listeriosis,2017,May,16,5,52.0
Listeriosis,2017,Nov.,22,11,60.0
Listeriosis,2017,Oct.,21,10,82.0
Listeriosis,2017,Sept.,20,9,113.0
Listeriosis,2018,Apr.,27,4,48.0
Listeriosis,2018,Aug.,31,8,119.0
Listeriosis,2018,Dec.,35,12,96.0
Listeriosis,2018,Feb.,25,2,39.0
Listeriosis,2018,Jan.,24,1,31.0
Listeriosis,2018,July,30,7,88.0
Listeriosis,2018,June,29,6,86.0
Listeriosis,2018,Mar.,26,3,57.0
Listeriosis,2018,May,28,5,44.0
Listeriosis,2018,Nov.,34,11,72.0
Listeriosis,2018,Oct.,33,10,76.0
Listeriosis,2018,Sept.,32,9,108.0
Lujo virus,2016,Apr.,3,4,0.0
Lujo virus,2016,Aug.,7,8,0.0
Lujo virus,2016,Dec.,11,12,0.0
Lujo virus,2016,Feb.,1,2,0.0
Lujo virus,2016,Jan.,0,1,0.0
Lujo virus,2016,July,6,7,0.0
Lujo virus,2016,June,5,6,0.0
Lujo virus,2016,Mar.,2,3,0.0
Lujo virus,2016,May,4,5,0.0
Lujo virus,2016,Nov.,10,11,0.0
Lujo virus,2016,Oct.,9,10,0.0
Lujo virus,2016,Sept.,8,9,0.0
Lujo virus,2017,Apr.,15,4,0.0
Lujo virus,2017,Aug.,19,8,0.0
Lujo virus,2017,Dec.,23,12,0.0
Lujo virus,2017,Feb.,13,2,0.0
Lujo virus,2017,Jan.,12,1,0.0
Lujo virus,2017,July,18,7,0.0
Lujo virus,2017,June,17,6,0.0
Lujo virus,2017,Mar.,14,3,0.0
Lujo virus,2017,May,16,5,0.0
Lujo virus,2017,Nov.,22,11,0.0
Lujo virus,2017,Oct.,21,10,0.0
Lujo virus,2017,Sept.,20,9,0.0
Lujo virus,2018,Apr.,27,4,0.0
Lujo virus,2018,Aug.,31,8,0.0
Lujo virus,2018,Dec.,35,12,0.0
Lujo virus,2018,Feb.,25,2,0.0
Lujo virus,2018,Jan.,24,1,0.0
Lujo virus,2018,July,30,7,0.0
Lujo virus,2018,June,29,6,0.0
Lujo virus,2018,Mar.,26,3,0.0
Lujo virus,2018,May,28,5,0.0
Lujo virus,2018,Nov.,34,11,0.0
Lujo virus,2018,Oct.,33,10,0.0
Lujo virus,2018,Sept.,32,9,0.0
Lyme disease,2016,Apr.,3,4,1607.0
Lyme disease,2016,Aug.,7,8,4860.0
Lyme disease,2016,Dec.,11,12,2056.0
Lyme disease,2016,Feb.,1,2,837.0
Lyme disease,2016,Jan.,0,1,881.0
Lyme disease,2016,July,6,7,9686.0
Lyme disease,2016,June,5,6,5425.0
Lyme disease,2016,Mar.,2,3,1056.0
Lyme disease,2016,May,4,5,2017.0
Lyme disease,2016,Nov.,10,11,1942.0
Lyme disease,2016,Oct.,9,10,2954.0
Lyme disease,2016,Sept.,8,9,3108.0
Lyme disease,2017,Apr.,15,4,1863.0
Lyme disease,2017,Aug.,19,8,6481.0
Lyme disease,2017,Dec.,23,12,2253.0
Lyme disease,2017,Feb.,13,2,1032.0
Lyme disease,2017,Jan.,12,1,1134.0
Lyme disease,2017,July,18,7,11472.0
Lyme disease,2017,June,17,6,5647.0
Lyme disease,2017,Mar.,14,3,1170.0
Lyme disease,2017,May,16,5,2582.0
Lyme disease,2017,Nov.,22,11,2063.0
Lyme disease,2017,Oct.,21,10,2579.0
Lyme disease,2017,Sept.,20,9,4467.0
Lyme disease,2018,Apr.,27,4,1282.0
Lyme disease,2018,Aug.,31,8,4549.0
Lyme disease,2018,Dec.,35,12,2058.0
Lyme disease,2018,Feb.,25,2,1112.0
Lyme disease,2018,Jan.,24,1,996.0
Lyme disease,2018,July,30,7,6782.0
Lyme disease,2018,June,29,6,6171.0
Lyme disease,2018,Mar.,26,3,1306.0
Lyme disease,2018,May,28,5,2018.0
Lyme disease,2018,Nov.,34,11,1792.0
Lyme disease,2018,Oct.,33,10,2270.0
Lyme disease,2018,Sept.,32,9,3330.0
Machupo virus,2016,Apr.,3,4,0.0
Machupo virus,2016,Aug.,7,8,0.0
Machupo virus,2016,Dec.,11,12,0.0
Machupo virus,2016,Feb.,1,2,0.0
Machupo virus,2016,Jan.,0,1,0.0
Machupo virus,2016,July,6,7,0.0
Machupo virus,2016,June,5,6,0.0
Machupo virus,2016,Mar.,2,3,0.0
Machupo virus,2016,May,4,5,0.0
Machupo virus,2016,Nov.,10,11,0.0
Machupo virus,2016,Oct.,9,10,0.0
Machupo virus,2016,Sept.,8,9,0.0
Machupo virus,2017,Apr.,15,4,0.0
Machupo virus,2017,Aug.,19,8,0.0
Machupo virus,2017,Dec.,23,12,0.0
Machupo virus,2017,Feb.,13,2,0.0
Machupo virus,2017,Jan.,12,1,0.0
Machupo virus,2017,July,18,7,0.0
Machupo virus,2017,June,17,6,0.0
Machupo virus,2017,Mar.,14,3,0.0
Machupo virus,2017,May,16,5,0.0
Machupo virus,2017,Nov.,22,11,0.0
Machupo virus,2017,Oct.,21,10,0.0
Machupo virus,2017,Sept.,20,9,0.0
Machupo virus,2018,Apr.,27,4,0.0
Machupo virus,2018,Aug.,31,8,0.0
Machupo virus,2018,Dec.,35,12,0.0
Machupo virus,2018,Feb.,25,2,0.0
Machupo virus,2018,Jan.,24,1,0.0
Machupo virus,2018,July,30,7,0.0
Machupo virus,2018,June,29,6,0.0
Machupo virus,2018,Mar.,26,3,0.0
Machupo virus,2018,May,28,5,0.0
Machupo virus,2018,Nov.,34,11,0.0
Machupo virus,2018,Oct.,33,10,0.0
Machupo virus,2018,Sept.,32,9,0.0
Malaria,2016,Apr.,3,4,107.0
Malaria,2016,Aug.,7,8,259.0
Malaria,2016,Dec.,11,12,216.0
Malaria,2016,Feb.,1,2,85.0
Malaria,2016,Jan.,0,1,87.0
Malaria,2016,July,6,7,231.0
Malaria,2016,June,5,6,197.0
Malaria,2016,Mar.,2,3,75.0
Malaria,2016,May,4,5,144.0
Malaria,2016,Nov.,10,11,117.0
Malaria,2016,Oct.,9,10,211.0
Malaria,2016,Sept.,8,9,226.0
Malaria,2017,Apr.,15,4,138.0
Malaria,2017,Aug.,19,8,293.0
Malaria,2017,Dec.,23,12,171.0
Malaria,2017,Feb.,13,2,105.0
Malaria,2017,Jan.,12,1,120.0
Malaria,2017,July,18,7,288.0
Malaria,2017,June,17,6,189.0
Malaria,2017,Mar.,14,3,65.0
Malaria,2017,May,16,5,162.0
Malaria,2017,Nov.,22,11,102.0
Malaria,2017,Oct.,21,10,163.0
Malaria,2017,Sept.,20,9,260.0
Malaria,2018,Apr.,27,4,117.0
Malaria,2018,Aug.,31,8,197.0
Malaria,2018,Dec.,35,12,175.0
Malaria,2018,Feb.,25,2,89.0
Malaria,2018,Jan.,24,1,99.0
Malaria,2018,July,30,7,152.0
Malaria,2018,June,29,6,223.0
Malaria,2018,Mar.,26,3,78.0
Malaria,2018,May,28,5,135.0
Malaria,2018,Nov.,34,11,98.0
Malaria,2018,Oct.,33,10,145.0
Malaria,2018,Sept.,32,9,240.0
Marburg virus,2016,Apr.,3,4,0.0
Marburg virus,2016,Aug.,7,8,0.0
Marburg virus,2016,Dec.,11,12,0.0
Marburg virus,2016,Feb.,1,2,0.0
Marburg virus,2016,Jan.,0,1,0.0
Marburg virus,2016,July,6,7,0.0
Marburg virus,2016,June,5,6,0.0
Marburg virus,2016,Mar.,2,3,0.0
Marburg virus,2016,May,4,5,0.0
Marburg virus,2016,Nov.,10,11,0.0
Marburg virus,2016,Oct.,9,10,0.0
Marburg virus,2016,Sept.,8,9,0.0
Marburg virus,2017,Apr.,15,4,0.0
Marburg virus,2017,Aug.,19,8,0.0
Marburg virus,2017,Dec.,23,12,0.0
Marburg virus,2017,Feb.,13,2,0.0
Marburg virus,2017,Jan.,12,1,0.0
Marburg virus,2017,July,18,7,0.0
Marburg virus,2017,June,17,6,0.0
Marburg virus,2017,Mar.,14,3,0.0
Marburg virus,2017,May,16,5,0.0
Marburg virus,2017,Nov.,22,11,0.0
Marburg virus,2017,Oct.,21,10,0.0
Marburg virus,2017,Sept.,20,9,0.0
Marburg virus,2018,Apr.,27,4,0.0
Marburg virus,2018,Aug.,31,8,0.0
Marburg virus,2018,Dec.,35,12,0.0
Marburg virus,2018,Feb.,25,2,0.0
Marburg virus,2018,Jan.,24,1,0.0
Marburg virus,2018,July,30,7,0.0
Marburg virus,2018,June,29,6,0.0
Marburg virus,2018,Mar.,26,3,0.0
Marburg virus,2018,May,28,5,0.0
Marburg virus,2018,Nov.,34,11,0.0
Marburg virus,2018,Oct.,33,10,0.0
Marburg virus,2018,Sept.,32,9,0.0
Measles,2016,Apr.,3,4,7.0
Measles,2016,Aug.,7,8,1.0
Measles,2016,Dec.,11,12,19.0
Measles,2016,Feb.,1,2,0.0
Measles,2016,Jan.,0,1,2.0
Measles,2016,July,6,7,7.0
Measles,2016,June,5,6,21.0
Measles,2016,Mar.,2,3,4.0
Measles,2016,May,4,5,20.0
Measles,2016,Nov.,10,11,0.0
Measles,2016,Oct.,9,10,2.0
Measles,2016,Sept.,8,9,2.0
Measles,2017,Apr.,15,4,33.0
Measles,2017,Aug.,19,8,1.0
Measles,2017,Dec.,23,12,5.0
Measles,2017,Feb.,13,2,3.0
Measles,2017,Jan.,12,1,15.0
Measles,2017,July,18,7,5.0
Measles,2017,June,17,6,8.0
Measles,2017,Mar.,14,3,7.0
Measles,2017,May,16,5,41.0
Measles,2017,Nov.,22,11,0.0
Measles,2017,Oct.,21,10,0.0
Measles,2017,Sept.,20,9,2.0
Measles,2018,Apr.,27,4,29.0
Measles,2018,Aug.,31,8,12.0
Measles,2018,Dec.,35,12,128.0
Measles,2018,Feb.,25,2,5.0
Measles,2018,Jan.,24,1,10.0
Measles,2018,July,30,7,13.0
Measles,2018,June,29,6,13.0
Measles,2018,Mar.,26,3,28.0
Measles,2018,May,28,5,13.0
Measles,2018,Nov.,34,11,72.0
Measles,2018,Oct.,33,10,43.0
Measles,2018,Sept.,32,9,9.0
Meningococcal disease,2016,Apr.,3,4,50.0
Meningococcal disease,2016,Aug.,7,8,20.0
Meningococcal disease,2016,Dec.,11,12,52.0
Meningococcal disease,2016,Feb.,1,2,29.0
Meningococcal disease,2016,Jan.,0,1,29.0
Meningococcal disease,2016,July,6,7,33.0
Meningococcal disease,2016,June,5,6,28.0
Meningococcal disease,2016,Mar.,2,3,32.0
Meningococcal disease,2016,May,4,5,34.0
Meningococcal disease,2016,Nov.,10,11,22.0
Meningococcal disease,2016,Oct.,9,10,27.0
Meningococcal disease,2016,Sept.,8,9,19.0
Meningococcal disease,2017,Apr.,15,4,35.0
Meningococcal disease,2017,Aug.,19,8,17.0
Meningococcal disease,2017,Dec.,23,12,46.0
Meningococcal disease,2017,Feb.,13,2,29.0
Meningococcal disease,2017,Jan.,12,1,34.0
Meningococcal disease,2017,July,18,7,22.0
Meningococcal disease,2017,June,17,6,18.0
Meningococcal disease,2017,Mar.,14,3,34.0
Meningococcal disease,2017,May,16,5,32.0
Meningococcal disease,2017,Nov.,22,11,32.0
Meningococcal disease,2017,Oct.,21,10,28.0
Meningococcal disease,2017,Sept.,20,9,26.0
Meningococcal disease,2018,Apr.,27,4,21.0
Meningococcal disease,2018,Aug.,31,8,14.0
Meningococcal disease,2018,Dec.,35,12,47.0
Meningococcal disease,2018,Feb.,25,2,38.0
Meningococcal disease,2018,Jan.,24,1,37.0
Meningococcal disease,2018,July,30,7,21.0
Meningococcal disease,2018,June,29,6,21.0
Meningococcal disease,2018,Mar.,26,3,38.0
Meningococcal disease,2018,May,28,5,26.0
Meningococcal disease,2018,Nov.,34,11,23.0
Meningococcal disease,2018,Oct.,33,10,20.0
Meningococcal disease,2018,Sept.,32,9,21.0
Mumps,2016,Apr.,3,4,457.0
Mumps,2016,Aug.,7,8,118.0
Mumps,2016,Dec.,11,12,1975.0
Mumps,2016,Feb.,1,2,266.0
Mumps,2016,Jan.,0,1,202.0
Mumps,2016,July,6,7,129.0
Mumps,2016,June,5,6,200.0
Mumps,2016,Mar.,2,3,314.0
Mumps,2016,May,4,5,347.0
Mumps,2016,Nov.,10,11,1097.0
Mumps,2016,Oct.,9,10,859.0
Mumps,2016,Sept.,8,9,405.0
Mumps,2017,Apr.,15,4,631.0
Mumps,2017,Aug.,19,8,232.0
Mumps,2017,Dec.,23,12,1245.0
Mumps,2017,Feb.,13,2,669.0
Mumps,2017,Jan.,12,1,619.0
Mumps,2017,July,18,7,293.0
Mumps,2017,June,17,6,324.0
Mumps,2017,Mar.,14,3,652.0
Mumps,2017,May,16,5,469.0
Mumps,2017,Nov.,22,11,341.0
Mumps,2017,Oct.,21,10,306.0
Mumps,2017,Sept.,20,9,328.0
Mumps,2018,Apr.,27,4,245.0
Mumps,2018,Aug.,31,8,127.0
Mumps,2018,Dec.,35,12,317.0
Mumps,2018,Feb.,25,2,298.0
Mumps,2018,Jan.,24,1,266.0
Mumps,2018,July,30,7,100.0
Mumps,2018,June,29,6,137.0
Mumps,2018,Mar.,26,3,352.0
Mumps,2018,May,28,5,286.0
Mumps,2018,Nov.,34,11,124.0
Mumps,2018,Oct.,33,10,135.0
Mumps,2018,Sept.,32,9,128.0
Novel Influenza A virus infections,2016,Apr.,3,4,1.0
Novel Influenza A virus infections,2016,Aug.,7,8,18.0
Novel Influenza A virus infections,2016,Dec.,11,12,1.0
Novel Influenza A virus infections,2016,Feb.,1,2,0.0
Novel Influenza A virus infections,2016,Jan.,0,1,0.0
Novel Influenza A virus infections,2016,July,6,7,0.0
Novel Influenza A virus infections,2016,June,5,6,1.0
Novel Influenza A virus infections,2016,Mar.,2,3,0.0
Novel Influenza A virus infections,2016,May,4,5,1.0
Novel Influenza A virus infections,2016,Nov.,10,11,1.0
Novel Influenza A virus infections,2016,Oct.,9,10,0.0
Novel Influenza A virus infections,2016,Sept.,8,9,0.0
Novel Influenza A virus infections,2017,Apr.,15,4,1.0
Novel Influenza A virus infections,2017,Aug.,19,8,8.0
Novel Influenza A virus infections,2017,Dec.,23,12,1.0
Novel Influenza A virus infections,2017,Feb.,13,2,0.0
Novel Influenza A virus infections,2017,Jan.,12,1,0.0
Novel Influenza A virus infections,2017,July,18,7,12.0
Novel Influenza A virus infections,2017,June,17,6,0.0
Novel Influenza A virus infections,2017,Mar.,14,3,0.0
Novel Influenza A virus infections,2017,May,16,5,0.0
Novel Influenza A virus infections,2017,Nov.,22,11,1.0
Novel Influenza A virus infections,2017,Oct.,21,10,9.0
Novel Influenza A virus infections,2017,Sept.,20,9,34.0
Novel Influenza A virus infections,2018,Apr.,27,4,0.0
Novel Influenza A virus infections,2018,Aug.,31,8,13.0
Novel Influenza A virus infections,2018,Dec.,35,12,0.0
Novel Influenza A virus infections,2018,Feb.,25,2,0.0
Novel Influenza A virus infections,2018,Jan.,24,1,0.0
Novel Influenza A virus infections,2018,July,30,7,0.0
Novel Influenza A virus infections,2018,June,29,6,1.0
Novel Influenza A virus infections,2018,Mar.,26,3,0.0
Novel Influenza A virus infections,2018,May,28,5,0.0
Novel Influenza A virus infections,2018,Nov.,34,11,0.0
Novel Influenza A virus infections,2018,Oct.,33,10,0.0
Novel Influenza A virus infections,2018,Sept.,32,9,0.0
Paratyphoid fever,2018,Apr.,27,4,12.0
Paratyphoid fever,2018,Aug.,31,8,11.0
Paratyphoid fever,2018,Dec.,35,12,9.0
Paratyphoid fever,2018,Feb.,25,2,10.0
Paratyphoid fever,2018,Jan.,24,1,13.0
Paratyphoid fever,2018,July,30,7,13.0
Paratyphoid fever,2018,June,29,6,12.0
Paratyphoid fever,2018,Mar.,26,3,12.0
Paratyphoid fever,2018,May,28,5,9.0
Paratyphoid fever,2018,Nov.,34,11,8.0
Paratyphoid fever,2018,Oct.,33,10,7.0
Paratyphoid fever,2018,Sept.,32,9,17.0
Pertussis,2016,Apr.,3,4,1380.0
Pertussis,2016,Aug.,7,8,1224.0
Pertussis,2016,Dec.,11,12,3102.0
Pertussis,2016,Feb.,1,2,1232.0
Pertussis,2016,Jan.,0,1,1272.0
Pertussis,2016,July,6,7,1802.0
Pertussis,2016,June,5,6,1312.0
Pertussis,2016,Mar.,2,3,1084.0
Pertussis,2016,May,4,5,1279.0
Pertussis,2016,Nov.,10,11,1820.0
Pertussis,2016,Oct.,9,10,1378.0
Pertussis,2016,Sept.,8,9,1087.0
Pertussis,2017,Apr.,15,4,1769.0
Pertussis,2017,Aug.,19,8,1391.0
